               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 169,            0.019619,            0.020317,                   0,             0.95699,             0.90667,             0.94881,             0.60436,            0.030847,           0.0091448,                   0,           0.0066736,           0.0066736,           0.0066736
                 170,            0.019732,             0.01979,                   0,             0.92756,                 0.9,              0.9326,             0.59016,            0.031445,           0.0086981,                   0,           0.0066538,           0.0066538,           0.0066538
                 171,            0.019512,            0.020348,                   0,              0.9366,             0.88641,             0.92531,             0.58864,            0.030649,           0.0087636,                   0,            0.006634,            0.006634,            0.006634
                 172,            0.019234,            0.019811,                   0,             0.97763,             0.87392,             0.94598,             0.61496,            0.031034,           0.0087706,                   0,           0.0066142,           0.0066142,           0.0066142
                 173,            0.019571,            0.019909,                   0,             0.95671,             0.88394,             0.94339,              0.5906,            0.031439,            0.008831,                   0,           0.0065944,           0.0065944,           0.0065944
                 174,              0.0195,            0.019931,                   0,             0.93285,             0.92611,             0.95376,             0.61946,            0.031083,           0.0086455,                   0,           0.0065746,           0.0065746,           0.0065746
                 175,            0.019414,            0.019769,                   0,             0.94977,             0.90667,             0.95284,             0.61373,            0.029684,           0.0084128,                   0,           0.0065548,           0.0065548,           0.0065548
                 176,             0.01959,            0.021024,                   0,             0.92427,             0.92667,              0.9498,             0.60931,            0.030622,           0.0081533,                   0,            0.006535,            0.006535,            0.006535
                 177,            0.020108,            0.020109,                   0,             0.93022,             0.88872,              0.9336,             0.59725,            0.031505,           0.0097541,                   0,           0.0065152,           0.0065152,           0.0065152
                 178,            0.019644,            0.020489,                   0,             0.96376,             0.88653,             0.93698,             0.59642,            0.032475,            0.009631,                   0,           0.0064954,           0.0064954,           0.0064954
                 179,            0.019755,            0.020135,                   0,             0.92141,                0.92,             0.95615,             0.60879,             0.03325,           0.0096323,                   0,           0.0064756,           0.0064756,           0.0064756
                 180,             0.01928,             0.01913,                   0,             0.96219,                0.86,             0.93506,             0.59326,            0.032693,           0.0093497,                   0,           0.0064558,           0.0064558,           0.0064558
                 181,            0.019465,            0.020184,                   0,             0.95059,             0.90667,             0.93923,             0.60599,            0.031576,           0.0089591,                   0,            0.006436,            0.006436,            0.006436
                 182,            0.019103,            0.019529,                   0,             0.97752,             0.87333,             0.95642,             0.61548,             0.03027,           0.0090735,                   0,           0.0064162,           0.0064162,           0.0064162
                 183,            0.019197,            0.019978,                   0,             0.93786,              0.9055,             0.94239,             0.60265,            0.031158,           0.0087297,                   0,           0.0063964,           0.0063964,           0.0063964
                 184,            0.019315,            0.019685,                   0,             0.96304,              0.8686,             0.93294,             0.60881,            0.031702,           0.0084825,                   0,           0.0063766,           0.0063766,           0.0063766
                 185,            0.019156,            0.019277,                   0,             0.95511,             0.88667,             0.94014,             0.59407,            0.035645,           0.0085063,                   0,           0.0063568,           0.0063568,           0.0063568
                 186,            0.019243,            0.020182,                   0,              0.9571,             0.89233,             0.95101,             0.60342,            0.032476,           0.0087434,                   0,            0.006337,            0.006337,            0.006337
                 187,            0.018949,            0.019958,                   0,             0.96389,             0.89333,             0.94935,             0.61363,            0.031358,           0.0088181,                   0,           0.0063172,           0.0063172,           0.0063172
                 188,             0.01897,            0.019234,                   0,             0.94956,             0.88667,             0.94498,             0.61957,            0.030908,           0.0094126,                   0,           0.0062974,           0.0062974,           0.0062974
                 189,            0.018704,             0.01917,                   0,             0.96423,             0.89862,             0.95142,             0.61679,            0.031005,           0.0092562,                   0,           0.0062776,           0.0062776,           0.0062776
                 190,            0.019153,            0.019543,                   0,             0.94955,             0.87333,             0.94751,             0.61317,            0.030166,           0.0088378,                   0,           0.0062578,           0.0062578,           0.0062578
                 191,            0.018635,            0.019385,                   0,             0.94508,             0.91775,             0.95619,             0.61104,            0.032242,           0.0089955,                   0,            0.006238,            0.006238,            0.006238
                 192,            0.018471,            0.019073,                   0,              0.9265,             0.92445,             0.96134,             0.60365,            0.034093,           0.0087506,                   0,           0.0062182,           0.0062182,           0.0062182
                 193,            0.019033,             0.01904,                   0,              0.9268,             0.87333,             0.94185,             0.58173,            0.032064,           0.0094388,                   0,           0.0061984,           0.0061984,           0.0061984
                 194,            0.018984,            0.020266,                   0,             0.95016,             0.88967,             0.94897,             0.60186,            0.032366,           0.0085127,                   0,           0.0061786,           0.0061786,           0.0061786
                 195,            0.018557,            0.019422,                   0,             0.94391,              0.8976,              0.9443,             0.62352,            0.031958,            0.008568,                   0,           0.0061588,           0.0061588,           0.0061588
                 196,            0.018738,            0.019532,                   0,             0.96937,             0.89333,             0.94463,              0.6207,            0.031286,           0.0084379,                   0,            0.006139,            0.006139,            0.006139
                 197,            0.018718,            0.019748,                   0,             0.94786,             0.88667,             0.93673,             0.60458,            0.031328,           0.0080906,                   0,           0.0061192,           0.0061192,           0.0061192
                 198,            0.018568,            0.019346,                   0,             0.97029,             0.89333,             0.94819,             0.60335,            0.033716,           0.0092981,                   0,           0.0060994,           0.0060994,           0.0060994
                 199,            0.018811,            0.019116,                   0,             0.96783,             0.88667,              0.9504,             0.61431,            0.032066,           0.0089792,                   0,           0.0060796,           0.0060796,           0.0060796
                 200,            0.018239,            0.018755,                   0,             0.95752,             0.90159,              0.9499,             0.61148,            0.031033,           0.0087875,                   0,           0.0060598,           0.0060598,           0.0060598
                 201,            0.018602,            0.019572,                   0,             0.96366,             0.92667,             0.95122,             0.62888,            0.030579,           0.0086927,                   0,             0.00604,             0.00604,             0.00604
                 202,            0.018344,            0.018781,                   0,             0.96463,             0.88667,             0.94846,             0.60867,            0.031482,           0.0094656,                   0,           0.0060202,           0.0060202,           0.0060202
                 203,             0.01841,            0.018956,                   0,              0.9777,             0.87707,             0.95551,             0.61141,             0.03236,            0.008886,                   0,           0.0060004,           0.0060004,           0.0060004
                 204,            0.018507,            0.020069,                   0,             0.94502,             0.91676,             0.95248,             0.60604,            0.033271,           0.0092083,                   0,           0.0059806,           0.0059806,           0.0059806
                 205,            0.018272,            0.018834,                   0,              0.9779,             0.88493,             0.95797,             0.61523,            0.031434,           0.0093263,                   0,           0.0059608,           0.0059608,           0.0059608
                 206,            0.017911,            0.018867,                   0,              0.9779,             0.88512,             0.95844,              0.6061,            0.031934,           0.0082846,                   0,            0.005941,            0.005941,            0.005941
                 207,            0.018124,            0.018886,                   0,             0.97573,             0.86667,             0.95696,             0.61515,            0.031118,            0.009073,                   0,           0.0059212,           0.0059212,           0.0059212
                 208,             0.01812,            0.019145,                   0,             0.95982,             0.91333,             0.96482,             0.61736,            0.030125,           0.0087342,                   0,           0.0059014,           0.0059014,           0.0059014
                 209,            0.018207,            0.018455,                   0,             0.98494,             0.90667,             0.94708,             0.62142,            0.031554,           0.0090402,                   0,           0.0058816,           0.0058816,           0.0058816
                 210,            0.018076,            0.019243,                   0,             0.98496,             0.87302,             0.94832,             0.61697,            0.032107,           0.0094531,                   0,           0.0058618,           0.0058618,           0.0058618
                 211,            0.018272,            0.018756,                   0,             0.93483,             0.89333,             0.94462,             0.61881,            0.031081,           0.0091937,                   0,            0.005842,            0.005842,            0.005842
                 212,            0.017741,            0.018871,                   0,             0.92123,                0.94,             0.95352,             0.62034,            0.030297,            0.009331,                   0,           0.0058222,           0.0058222,           0.0058222
                 213,            0.018051,            0.018708,                   0,             0.97851,             0.91081,             0.95732,             0.63066,            0.031974,           0.0092124,                   0,           0.0058024,           0.0058024,           0.0058024
                 214,            0.018048,            0.019252,                   0,             0.95794,             0.91333,             0.95272,              0.6376,            0.030394,           0.0087776,                   0,           0.0057826,           0.0057826,           0.0057826
                 215,            0.018282,            0.018723,                   0,             0.96492,             0.91677,             0.95484,             0.63037,            0.030851,           0.0092238,                   0,           0.0057628,           0.0057628,           0.0057628
                 216,            0.017615,            0.019107,                   0,             0.94267,             0.91333,             0.95835,             0.61411,            0.030894,           0.0087652,                   0,            0.005743,            0.005743,            0.005743
                 217,            0.017948,            0.018312,                   0,             0.97716,                0.88,             0.95977,             0.62185,            0.031865,           0.0085343,                   0,           0.0057232,           0.0057232,           0.0057232
                 218,            0.018049,             0.01844,                   0,             0.97279,                0.88,             0.96072,             0.60948,            0.031943,           0.0086938,                   0,           0.0057034,           0.0057034,           0.0057034
                 219,            0.017388,            0.018665,                   0,             0.95771,             0.91333,              0.9568,             0.61414,            0.029477,           0.0089632,                   0,           0.0056836,           0.0056836,           0.0056836
                 220,            0.017594,             0.01892,                   0,             0.95756,                0.92,             0.95921,              0.6136,            0.030307,           0.0090173,                   0,           0.0056638,           0.0056638,           0.0056638
                 221,            0.017452,            0.018829,                   0,             0.96477,             0.91294,             0.96258,             0.62862,            0.029573,           0.0078295,                   0,            0.005644,            0.005644,            0.005644
                 222,            0.017471,            0.018395,                   0,             0.94908,             0.91333,             0.95539,             0.62456,            0.031427,           0.0081944,                   0,           0.0056242,           0.0056242,           0.0056242
                 223,            0.017482,            0.018222,                   0,             0.96392,             0.89333,             0.96061,             0.64228,             0.03109,           0.0085033,                   0,           0.0056044,           0.0056044,           0.0056044
                 224,            0.018077,            0.018666,                   0,             0.94292,             0.90667,             0.95995,             0.63663,            0.029696,            0.008822,                   0,           0.0055846,           0.0055846,           0.0055846
                 225,            0.017598,            0.018241,                   0,             0.97119,             0.89895,             0.95273,             0.62721,            0.031868,           0.0092914,                   0,           0.0055648,           0.0055648,           0.0055648
                 226,            0.017277,            0.017803,                   0,             0.97202,             0.92657,              0.9623,             0.62299,            0.030568,           0.0091911,                   0,            0.005545,            0.005545,            0.005545
                 227,            0.017689,            0.018528,                   0,             0.95744,             0.89978,             0.95097,             0.62852,            0.031659,           0.0094242,                   0,           0.0055252,           0.0055252,           0.0055252
                 228,            0.017545,             0.01773,                   0,             0.95794,             0.91107,             0.94845,             0.63074,              0.0293,           0.0089104,                   0,           0.0055054,           0.0055054,           0.0055054
                 229,            0.017544,            0.018235,                   0,             0.96809,                 0.9,             0.95194,              0.6129,            0.030404,            0.009527,                   0,           0.0054856,           0.0054856,           0.0054856
                 230,            0.017313,            0.018321,                   0,             0.95769,             0.90532,             0.94931,              0.6244,            0.030066,           0.0092835,                   0,           0.0054658,           0.0054658,           0.0054658
                 231,            0.017433,            0.018187,                   0,             0.96563,             0.90667,              0.9486,             0.64118,            0.030024,           0.0091661,                   0,            0.005446,            0.005446,            0.005446
                 232,            0.017588,             0.01797,                   0,             0.97033,             0.90667,             0.94359,             0.62607,            0.031128,           0.0092107,                   0,           0.0054262,           0.0054262,           0.0054262
                 233,            0.017608,            0.018129,                   0,             0.96683,             0.88667,             0.95022,             0.62133,            0.031254,           0.0089471,                   0,           0.0054064,           0.0054064,           0.0054064
                 234,            0.017171,            0.018077,                   0,             0.96895,             0.89333,             0.95378,             0.62749,            0.030092,           0.0090735,                   0,           0.0053866,           0.0053866,           0.0053866
                 235,            0.017624,            0.017882,                   0,             0.93567,             0.91333,             0.95229,             0.64001,            0.029925,           0.0089735,                   0,           0.0053668,           0.0053668,           0.0053668
                 236,            0.017382,            0.018558,                   0,             0.93113,             0.90128,             0.95518,             0.64154,            0.028927,            0.009055,                   0,            0.005347,            0.005347,            0.005347
                 237,            0.016979,            0.018187,                   0,             0.97798,             0.88832,             0.94999,             0.63074,            0.029138,           0.0085226,                   0,           0.0053272,           0.0053272,           0.0053272
                 238,            0.017208,            0.018077,                   0,             0.97057,             0.87939,             0.94987,             0.63762,            0.029892,           0.0088573,                   0,           0.0053074,           0.0053074,           0.0053074
                 239,            0.017238,            0.018204,                   0,             0.97587,                0.88,             0.95066,              0.6345,             0.03129,           0.0085105,                   0,           0.0052876,           0.0052876,           0.0052876
                 240,            0.017119,            0.018059,                   0,             0.93742,             0.92667,             0.96338,             0.63506,            0.031225,           0.0088242,                   0,           0.0052678,           0.0052678,           0.0052678
                 241,            0.017027,            0.017781,                   0,             0.96384,             0.91333,              0.9675,             0.63421,            0.029752,           0.0079812,                   0,            0.005248,            0.005248,            0.005248
                 242,            0.016553,            0.017457,                   0,             0.97093,             0.89064,             0.96455,             0.62862,            0.031036,           0.0083712,                   0,           0.0052282,           0.0052282,           0.0052282
                 243,             0.01689,            0.017274,                   0,             0.94822,             0.88667,             0.95268,              0.6306,            0.030678,           0.0087842,                   0,           0.0052084,           0.0052084,           0.0052084
                 244,            0.017177,             0.01755,                   0,              0.9477,             0.91333,             0.95381,              0.6257,            0.031629,           0.0087914,                   0,           0.0051886,           0.0051886,           0.0051886
                 245,            0.016948,            0.017763,                   0,             0.92623,              0.9207,             0.94882,             0.62208,             0.03056,           0.0085698,                   0,           0.0051688,           0.0051688,           0.0051688
                 246,            0.017106,            0.017738,                   0,             0.92491,             0.90328,             0.95622,             0.60779,            0.031347,           0.0090986,                   0,            0.005149,            0.005149,            0.005149
                 247,            0.016843,            0.018056,                   0,              0.9373,                0.92,              0.9603,             0.63511,            0.030649,           0.0086104,                   0,           0.0051292,           0.0051292,           0.0051292
                 248,             0.01676,            0.018178,                   0,             0.96188,                0.88,             0.95525,             0.64265,            0.030124,           0.0089739,                   0,           0.0051094,           0.0051094,           0.0051094
                 249,             0.01686,            0.018352,                   0,             0.95192,             0.91333,             0.96343,             0.64968,            0.030394,           0.0083958,                   0,           0.0050896,           0.0050896,           0.0050896
                 250,            0.016702,            0.017639,                   0,             0.96904,                 0.9,             0.96251,             0.63582,            0.031392,           0.0094345,                   0,           0.0050698,           0.0050698,           0.0050698
                 251,            0.016981,            0.017877,                   0,             0.95597,             0.86855,             0.95381,             0.63134,            0.029632,           0.0096345,                   0,             0.00505,             0.00505,             0.00505
                 252,            0.016772,            0.017959,                   0,             0.94673,             0.90667,             0.96112,             0.61441,             0.02951,            0.008828,                   0,           0.0050302,           0.0050302,           0.0050302
                 253,            0.016508,            0.016957,                   0,              0.9638,             0.88751,             0.96238,             0.61668,            0.029783,           0.0094846,                   0,           0.0050104,           0.0050104,           0.0050104
                 254,            0.016929,            0.017831,                   0,             0.97646,                 0.9,             0.96311,             0.61519,            0.029093,           0.0091535,                   0,           0.0049906,           0.0049906,           0.0049906
                 255,            0.016652,            0.017703,                   0,              0.9159,             0.90667,             0.94471,             0.62176,            0.031086,           0.0094793,                   0,           0.0049708,           0.0049708,           0.0049708
                 256,            0.016215,            0.017041,                   0,             0.96376,             0.88639,             0.95741,             0.62738,            0.028393,           0.0090554,                   0,            0.004951,            0.004951,            0.004951
                 257,            0.016506,            0.017516,                   0,             0.95093,             0.90444,             0.95546,             0.64208,            0.029046,           0.0090935,                   0,           0.0049312,           0.0049312,           0.0049312
                 258,            0.016399,             0.01719,                   0,             0.95614,             0.93333,             0.96344,             0.63593,            0.029875,           0.0087402,                   0,           0.0049114,           0.0049114,           0.0049114
                 259,            0.016608,            0.017428,                   0,             0.96548,             0.93238,             0.96437,             0.63545,             0.02874,           0.0091661,                   0,           0.0048916,           0.0048916,           0.0048916
                 260,            0.016467,            0.017269,                   0,             0.95502,             0.91333,             0.96046,             0.61855,            0.029314,           0.0096951,                   0,           0.0048718,           0.0048718,           0.0048718
                 261,            0.016473,             0.01771,                   0,             0.96226,                0.92,             0.95713,             0.62319,            0.028881,           0.0094231,                   0,            0.004852,            0.004852,            0.004852
                 262,            0.016335,            0.017213,                   0,             0.94188,                 0.9,             0.95084,              0.6374,            0.027179,           0.0092815,                   0,           0.0048322,           0.0048322,           0.0048322
                 263,             0.01648,            0.017738,                   0,             0.97102,             0.89353,             0.95937,             0.63442,            0.026841,           0.0085296,                   0,           0.0048124,           0.0048124,           0.0048124
                 264,            0.016511,            0.017317,                   0,             0.96399,             0.89225,             0.94865,             0.63586,            0.027632,           0.0083082,                   0,           0.0047926,           0.0047926,           0.0047926
                 265,            0.016263,            0.017022,                   0,             0.98329,                0.88,             0.95082,             0.63637,            0.027354,           0.0085329,                   0,           0.0047728,           0.0047728,           0.0047728
                 266,            0.016478,            0.017463,                   0,             0.94988,             0.90667,             0.95557,             0.62333,            0.028528,           0.0088692,                   0,            0.004753,            0.004753,            0.004753
                 267,            0.016167,            0.017535,                   0,             0.94887,             0.90667,              0.9512,             0.61695,            0.030657,           0.0098264,                   0,           0.0047332,           0.0047332,           0.0047332
                 268,            0.016343,            0.016729,                   0,             0.94889,                 0.9,             0.94211,             0.62215,            0.029519,           0.0090738,                   0,           0.0047134,           0.0047134,           0.0047134
                 269,            0.016013,            0.017293,                   0,             0.93784,                0.88,             0.93621,             0.62401,            0.028679,           0.0088484,                   0,           0.0046936,           0.0046936,           0.0046936
                 270,            0.016377,            0.017245,                   0,             0.99227,             0.85578,             0.94248,             0.63165,            0.029392,           0.0092079,                   0,           0.0046738,           0.0046738,           0.0046738
                 271,             0.01628,            0.017459,                   0,             0.92443,             0.89711,             0.95588,             0.60941,            0.031714,           0.0089509,                   0,            0.004654,            0.004654,            0.004654
                 272,             0.01647,            0.017371,                   0,             0.93803,             0.90828,             0.95342,             0.61144,            0.031733,           0.0089277,                   0,           0.0046342,           0.0046342,           0.0046342
                 273,            0.016073,            0.017066,                   0,                0.99,             0.84667,             0.94479,             0.61406,            0.031494,           0.0093197,                   0,           0.0046144,           0.0046144,           0.0046144
                 274,            0.016399,            0.017272,                   0,             0.96891,             0.90667,             0.94814,             0.63771,            0.030469,           0.0087371,                   0,           0.0045946,           0.0045946,           0.0045946
                 275,            0.015905,            0.017414,                   0,             0.96424,             0.91333,             0.95754,             0.63875,            0.030207,           0.0086176,                   0,           0.0045748,           0.0045748,           0.0045748
                 276,             0.01596,            0.016376,                   0,             0.97758,                 0.9,             0.95469,             0.63623,            0.028769,           0.0083252,                   0,            0.004555,            0.004555,            0.004555
                 277,            0.015796,            0.016969,                   0,             0.97836,             0.90409,             0.95841,             0.63002,            0.028416,           0.0082386,                   0,           0.0045352,           0.0045352,           0.0045352
                 278,            0.016122,            0.017042,                   0,             0.94979,             0.90667,             0.95374,             0.63317,            0.028232,           0.0086443,                   0,           0.0045154,           0.0045154,           0.0045154
                 279,            0.015529,            0.016822,                   0,              0.9508,             0.90183,             0.94954,             0.62828,            0.028869,            0.008664,                   0,           0.0044956,           0.0044956,           0.0044956
                 280,            0.015911,            0.016618,                   0,              0.9805,             0.87333,             0.95111,             0.63429,            0.028701,           0.0092388,                   0,           0.0044758,           0.0044758,           0.0044758
                 281,            0.015952,            0.017089,                   0,             0.95058,             0.89763,             0.94629,             0.64386,             0.02855,           0.0093639,                   0,            0.004456,            0.004456,            0.004456
                 282,             0.01628,            0.017175,                   0,             0.94461,             0.90954,             0.95913,             0.64548,            0.027593,           0.0088369,                   0,           0.0044362,           0.0044362,           0.0044362
                 283,            0.015606,            0.016622,                   0,             0.96437,              0.9023,             0.96067,              0.6466,            0.028549,             0.00854,                   0,           0.0044164,           0.0044164,           0.0044164
                 284,            0.015917,            0.016643,                   0,             0.95915,                 0.9,             0.95554,             0.64045,            0.030683,           0.0091808,                   0,           0.0043966,           0.0043966,           0.0043966
                 285,            0.015746,            0.016474,                   0,             0.95764,             0.90421,             0.95719,             0.63538,            0.031221,           0.0092373,                   0,           0.0043768,           0.0043768,           0.0043768
                 286,            0.016006,            0.017106,                   0,             0.95905,             0.90667,             0.95963,             0.63167,            0.030712,           0.0093827,                   0,            0.004357,            0.004357,            0.004357
                 287,            0.015693,            0.017011,                   0,             0.96565,             0.89333,              0.9482,             0.62257,            0.031262,           0.0093141,                   0,           0.0043372,           0.0043372,           0.0043372
                 288,            0.015909,            0.016772,                   0,             0.96819,                 0.9,             0.94789,             0.61539,            0.031502,           0.0092508,                   0,           0.0043174,           0.0043174,           0.0043174
                 289,            0.015921,             0.01656,                   0,             0.95818,              0.9164,             0.95188,             0.63507,            0.030066,           0.0086525,                   0,           0.0042976,           0.0042976,           0.0042976
                 290,             0.01579,            0.016731,                   0,             0.99268,             0.90433,             0.96135,             0.63783,            0.030395,           0.0088189,                   0,           0.0042778,           0.0042778,           0.0042778
                 291,             0.01553,              0.0168,                   0,             0.95939,             0.92667,             0.96262,              0.6273,             0.03044,           0.0087181,                   0,            0.004258,            0.004258,            0.004258
                 292,            0.015548,            0.016812,                   0,              0.9777,                 0.9,             0.95833,             0.62693,            0.031639,           0.0089159,                   0,           0.0042382,           0.0042382,           0.0042382
                 293,            0.015715,            0.016591,                   0,             0.98548,             0.90516,             0.96374,             0.63021,            0.029991,           0.0090259,                   0,           0.0042184,           0.0042184,           0.0042184
                 294,            0.015508,            0.017014,                   0,             0.95831,             0.91938,             0.96579,             0.63318,            0.030888,           0.0091088,                   0,           0.0041986,           0.0041986,           0.0041986
                 295,            0.015835,            0.017117,                   0,             0.96079,             0.91333,              0.9694,             0.64172,            0.028101,           0.0084331,                   0,           0.0041788,           0.0041788,           0.0041788
                 296,            0.015752,            0.016448,                   0,             0.95815,             0.90667,             0.97036,             0.64266,            0.026759,            0.008663,                   0,            0.004159,            0.004159,            0.004159
                 297,            0.015815,            0.016549,                   0,             0.97187,             0.92124,             0.97621,             0.65002,            0.028661,           0.0087008,                   0,           0.0041392,           0.0041392,           0.0041392
                 298,            0.015384,            0.016358,                   0,             0.96502,             0.91964,             0.97156,             0.65391,            0.029564,           0.0086703,                   0,           0.0041194,           0.0041194,           0.0041194
                 299,            0.015252,            0.016057,                   0,             0.97198,             0.92492,             0.96207,             0.64034,            0.029409,           0.0083376,                   0,           0.0040996,           0.0040996,           0.0040996
                 300,            0.015409,            0.016482,                   0,             0.94966,                0.92,             0.95448,              0.6447,            0.029003,           0.0088008,                   0,           0.0040798,           0.0040798,           0.0040798
                 301,            0.015511,            0.017561,                   0,             0.97822,             0.89841,             0.95708,             0.64724,            0.027802,           0.0087175,                   0,             0.00406,             0.00406,             0.00406
                 302,            0.015373,            0.016935,                   0,               0.978,             0.88931,             0.95621,             0.64392,            0.028274,           0.0088496,                   0,           0.0040402,           0.0040402,           0.0040402
                 303,             0.01535,            0.017043,                   0,             0.98517,             0.88584,             0.96096,             0.63793,            0.029052,           0.0088823,                   0,           0.0040204,           0.0040204,           0.0040204
                 304,            0.015677,             0.01637,                   0,             0.99724,             0.86667,             0.95046,             0.63173,            0.030533,           0.0089533,                   0,           0.0040006,           0.0040006,           0.0040006
                 305,             0.01543,             0.01652,                   0,                   1,             0.86628,              0.9427,             0.62644,            0.030636,           0.0087733,                   0,           0.0039808,           0.0039808,           0.0039808
                 306,             0.01493,            0.016222,                   0,             0.96426,             0.89941,              0.9431,             0.62846,            0.030186,           0.0089008,                   0,            0.003961,            0.003961,            0.003961
                 307,            0.015173,            0.016187,                   0,             0.99235,             0.86495,             0.94918,             0.63302,            0.028871,           0.0087313,                   0,           0.0039412,           0.0039412,           0.0039412
                 308,            0.015441,            0.016643,                   0,             0.98173,                0.92,             0.96529,             0.63487,            0.029436,           0.0086741,                   0,           0.0039214,           0.0039214,           0.0039214
                 309,            0.015269,            0.016292,                   0,             0.96545,             0.93144,             0.96535,             0.63755,            0.029661,           0.0083528,                   0,           0.0039016,           0.0039016,           0.0039016
                 310,            0.015206,             0.01575,                   0,             0.95062,             0.89834,             0.95544,             0.63381,            0.031693,           0.0085946,                   0,           0.0038818,           0.0038818,           0.0038818
                 311,            0.015097,            0.016338,                   0,             0.99248,             0.87966,             0.95527,              0.6412,            0.031346,           0.0088972,                   0,            0.003862,            0.003862,            0.003862
                 312,             0.01512,            0.016423,                   0,             0.95787,             0.90951,             0.95478,             0.64063,            0.030639,           0.0088816,                   0,           0.0038422,           0.0038422,           0.0038422
                 313,            0.015112,            0.016106,                   0,             0.97118,             0.89878,             0.95287,             0.64177,            0.030233,           0.0086889,                   0,           0.0038224,           0.0038224,           0.0038224
                 314,            0.015074,            0.015929,                   0,             0.93906,             0.92453,             0.95319,             0.64597,            0.029433,           0.0085282,                   0,           0.0038026,           0.0038026,           0.0038026
                 315,            0.015309,            0.016529,                   0,              0.9693,                0.88,             0.95299,              0.6385,            0.030634,           0.0090092,                   0,           0.0037828,           0.0037828,           0.0037828
                 316,             0.01489,            0.016024,                   0,              0.9712,             0.89934,              0.9563,             0.63735,            0.030652,           0.0086714,                   0,            0.003763,            0.003763,            0.003763
                 317,            0.014975,            0.015807,                   0,             0.97844,             0.90769,             0.96133,             0.66178,            0.029277,           0.0083229,                   0,           0.0037432,           0.0037432,           0.0037432
                 318,            0.015212,            0.016608,                   0,             0.98527,             0.89173,             0.96298,             0.65716,            0.029828,           0.0082552,                   0,           0.0037234,           0.0037234,           0.0037234
                 319,            0.014987,            0.015769,                   0,              0.9463,             0.93978,             0.96312,             0.66029,            0.030531,           0.0085175,                   0,           0.0037036,           0.0037036,           0.0037036
                 320,            0.015111,            0.016701,                   0,             0.96495,             0.91779,             0.96304,             0.65945,            0.029947,           0.0083714,                   0,           0.0036838,           0.0036838,           0.0036838
                 321,            0.014679,            0.015502,                   0,             0.95773,             0.92667,              0.9568,              0.6556,            0.029418,            0.008296,                   0,            0.003664,            0.003664,            0.003664
                 322,            0.014655,            0.015778,                   0,             0.95204,             0.92643,             0.96106,             0.66292,             0.02687,           0.0083305,                   0,           0.0036442,           0.0036442,           0.0036442
                 323,            0.014633,            0.015923,                   0,             0.97117,             0.89821,             0.96184,             0.65704,            0.026917,            0.008401,                   0,           0.0036244,           0.0036244,           0.0036244
                 324,            0.014829,            0.015708,                   0,             0.99151,             0.88667,             0.97057,             0.65147,            0.028841,           0.0083484,                   0,           0.0036046,           0.0036046,           0.0036046
                 325,            0.014954,            0.016013,                   0,             0.97633,             0.88667,             0.96024,             0.65753,            0.028406,           0.0085203,                   0,           0.0035848,           0.0035848,           0.0035848
                 326,            0.014769,            0.015596,                   0,             0.98364,             0.88667,              0.9488,             0.65664,            0.027043,           0.0087124,                   0,            0.003565,            0.003565,            0.003565
                 327,            0.015026,            0.016089,                   0,             0.96449,             0.90546,             0.95162,             0.65318,            0.028007,           0.0089148,                   0,           0.0035452,           0.0035452,           0.0035452
                 328,            0.014983,            0.015574,                   0,             0.97132,             0.88667,             0.95006,             0.64442,            0.029847,           0.0089699,                   0,           0.0035254,           0.0035254,           0.0035254
                 329,            0.014517,            0.016018,                   0,             0.96384,             0.88845,             0.95731,             0.64905,            0.031493,           0.0094588,                   0,           0.0035056,           0.0035056,           0.0035056
                 330,            0.014457,            0.015864,                   0,             0.93302,             0.92864,             0.96119,             0.64779,             0.03185,           0.0091046,                   0,           0.0034858,           0.0034858,           0.0034858
                 331,            0.014627,            0.015844,                   0,             0.96384,              0.8886,             0.95954,             0.65052,            0.030881,           0.0090858,                   0,            0.003466,            0.003466,            0.003466
                 332,            0.014401,            0.015532,                   0,             0.94524,             0.88667,             0.95451,             0.65552,            0.029425,           0.0091062,                   0,           0.0034462,           0.0034462,           0.0034462
                 333,            0.014559,            0.016241,                   0,             0.94043,             0.90667,             0.95037,             0.64972,            0.028899,           0.0087808,                   0,           0.0034264,           0.0034264,           0.0034264
                 334,            0.014358,            0.015693,                   0,             0.94432,             0.90455,             0.94434,             0.64618,            0.028862,           0.0090052,                   0,           0.0034066,           0.0034066,           0.0034066
                 335,            0.014663,            0.015899,                   0,              0.9702,             0.86821,             0.95572,             0.65453,            0.027723,           0.0088285,                   0,           0.0033868,           0.0033868,           0.0033868
                 336,            0.014522,            0.015286,                   0,             0.98483,             0.86585,              0.9596,             0.65484,            0.027679,            0.008754,                   0,            0.003367,            0.003367,            0.003367
                 337,            0.014356,            0.015972,                   0,             0.98403,                0.86,             0.95974,             0.65734,            0.027777,           0.0089633,                   0,           0.0033472,           0.0033472,           0.0033472
                 338,            0.014401,            0.015598,                   0,             0.95769,             0.90549,             0.96187,             0.65543,            0.027686,           0.0090283,                   0,           0.0033274,           0.0033274,           0.0033274
